name,AUC_ROC,AUC_PR,thr_bestF1,pos_bestF1,FPR_bestF1,TPR_bestF1,Precision_bestF1,Recall_bestF1,F1_bestF1
raw_score,0.9420152613087396,0.8084646160871417,138.5123748779297,138,0.0338164251207729,0.6249999999999964,0.7971014492753565,0.6249999999999964,0.700636942674662
neg_p_marg,0.9407938076416338,0.7838064585983521,-0.060240963855421686,172,0.0676328502415458,0.6590909090909054,0.6744186046511589,0.6590909090909054,0.6666666666661629
neg_p_ccv,0.9408075318401405,0.7838064585983521,-0.0763952068622803,172,0.0676328502415458,0.6590909090909054,0.6744186046511589,0.6590909090909054,0.6666666666661629
