method,alpha*:F1max,FPR,TPR,Precision,Recall,F1,TN,FP,FN,TP
marginal,0.04819277108433735,0.039855072463768064,0.6363636363636328,0.7724137931034429,0.6363636363636328,0.6978193146412448,795,33,64,112
ccv_simes,0.05968149796048461,0.039855072463768064,0.6363636363636328,0.7724137931034429,0.6363636363636328,0.6978193146412448,795,33,64,112
