name,AUC_ROC,AUC_PR,thr_bestF1,pos_bestF1,FPR_bestF1,TPR_bestF1,Precision_bestF1,Recall_bestF1,F1_bestF1
raw_score,0.9442797540623628,0.7950871610180442,133.13316345214844,246,0.11473429951690807,0.8579545454545406,0.6138211382113796,0.8579545454545406,0.7156398104260505
neg_p_marg,0.9424544356609573,0.746707283596177,-0.1144578313253012,258,0.12922705314009647,0.8579545454545406,0.5852713178294551,0.8579545454545406,0.6958525345617266
neg_p_ccv,0.9424612977602108,0.7467248342962354,-0.15179522225770947,258,0.12922705314009647,0.8579545454545406,0.5852713178294551,0.8579545454545406,0.6958525345617266
