method,alpha*:F1max,FPR,TPR,Precision,Recall,F1,TN,FP,FN,TP
marginal,0.10843373493975904,0.11714975845410613,0.8579545454545406,0.6088709677419331,0.8579545454545406,0.7122641509429072,731,97,25,151
ccv_simes,0.14340061056105602,0.11714975845410613,0.8579545454545406,0.6088709677419331,0.8579545454545406,0.7122641509429072,731,97,25,151
